FPRate;TPRate;thresholds
0,0;0,0;1,938927173614502
0,0009930486593843098;0,0;0,9389272332191467
0,003972194637537239;0,0;0,717853307723999
0,003972194637537239;0,008771929824561403;0,699666440486908
0,010923535253227408;0,008771929824561403;0,671403169631958
0,010923535253227408;0,017543859649122806;0,67115718126297
0,011916583912611719;0,017543859649122806;0,6684566140174866
0,011916583912611719;0,02631578947368421;0,6635251045227051
0,014895729890764648;0,02631578947368421;0,6492791771888733
0,014895729890764648;0,03508771929824561;0,646040141582489
0,024826216484607744;0,03508771929824561;0,6169865131378174
0,024826216484607744;0,05263157894736842;0,6081758737564087
0,025819265143992055;0,05263157894736842;0,6066898107528687
0,025819265143992055;0,06140350877192982;0,606444239616394
0,026812313803376366;0,06140350877192982;0,6043861508369446
0,026812313803376366;0,07017543859649122;0,6040178537368774
0,029791459781529295;0,07017543859649122;0,5943217873573303
0,029791459781529295;0,07894736842105263;0,5927975177764893
0,03277060575968222;0,07894736842105263;0,5915965437889099
0,03277060575968222;0,08771929824561403;0,5897913575172424
0,033763654419066536;0,08771929824561403;0,5889848470687866
0,033763654419066536;0,10526315789473684;0,5872620344161987
0,038728897715988087;0,10526315789473684;0,5832128524780273
0,038728897715988087;0,11403508771929824;0,5826022028923035
0,04270109235352532;0,11403508771929824;0,5798024535179138
0,04270109235352532;0,12280701754385964;0,5794131755828857
0,04369414101290963;0,12280701754385964;0,5789076685905457
0,04369414101290963;0,13157894736842105;0,5780316591262817
0,04865938430983118;0,13157894736842105;0,5743389129638672
0,04865938430983118;0,14035087719298245;0,5741080045700073
0,04965243296921549;0,14035087719298245;0,5739827156066895
0,04965243296921549;0,14912280701754385;0,5729917883872986
0,05263157894736842;0,14912280701754385;0,5669673085212708
0,05263157894736842;0,15789473684210525;0,5658252239227295
0,06156901688182721;0,15789473684210525;0,5592672824859619
0,06156901688182721;0,16666666666666666;0,558735728263855
0,06256206554121152;0,16666666666666666;0,5582040548324585
0,06256206554121152;0,17543859649122806;0,5572977662086487
0,06454816285998013;0,17543859649122806;0,5561639070510864
0,06454816285998013;0,18421052631578946;0,5548833608627319
0,06951340615690169;0,18421052631578946;0,5529468059539795
0,06951340615690169;0,19298245614035087;0,5520544052124023
0,07646474677259185;0,19298245614035087;0,5462138056755066
0,07646474677259185;0,20175438596491227;0,5459078550338745
0,08738828202581926;0,20175438596491227;0,5416775941848755
0,08738828202581926;0,21052631578947367;0,5411390066146851
0,0903674280039722;0,21052631578947367;0,54078209400177
0,0903674280039722;0,21929824561403508;0,5404961109161377
0,09433962264150944;0,21929824561403508;0,5389854311943054
0,09433962264150944;0,22807017543859648;0,5388897657394409
0,09533267130089375;0,22807017543859648;0,5388023853302002
0,09533267130089375;0,23684210526315788;0,5387421250343323
0,11420059582919563;0,23684210526315788;0,53272545337677
0,11420059582919563;0,2631578947368421;0,5322553515434265
0,11618669314796425;0,2631578947368421;0,5321065783500671
0,11618669314796425;0,2719298245614035;0,531997799873352
0,11717974180734857;0,2719298245614035;0,5318624973297119
0,11717974180734857;0,2807017543859649;0,5315839648246765
0,1211519364448858;0,2807017543859649;0,5304234623908997
0,1211519364448858;0,2894736842105263;0,5301773548126221
0,1320754716981132;0,2894736842105263;0,5276984572410583
0,1320754716981132;0,2982456140350877;0,527630627155304
0,13306852035749753;0,2982456140350877;0,5274630188941956
0,13306852035749753;0,3157894736842105;0,5274108648300171
0,13505461767626614;0,3157894736842105;0,5271533727645874
0,13505461767626614;0,32456140350877194;0,5267623662948608
0,13902681231380337;0,32456140350877194;0,5259730219841003
0,13902681231380337;0,3333333333333333;0,5258666276931763
0,14399205561072492;0,3333333333333333;0,5242904424667358
0,14399205561072492;0,34210526315789475;0,5240594148635864
0,1717974180734856;0,34210526315789475;0,5189169645309448
0,1717974180734856;0,3508771929824561;0,5189014077186584
0,17874875868917578;0,3508771929824561;0,5179089307785034
0,17874875868917578;0,35964912280701755;0,517906904220581
0,1906653426017875;0,35964912280701755;0,516273021697998
0,1906653426017875;0,3684210526315789;0,5161610245704651
0,1936444885799404;0,3684210526315789;0,5159469246864319
0,1936444885799404;0,37719298245614036;0,5159439444541931
0,19463753723932473;0,37719298245614036;0,5159306526184082
0,19463753723932473;0,38596491228070173;0,5159005522727966
0,19860973187686196;0,38596491228070173;0,5158345699310303
0,19860973187686196;0,39473684210526316;0,5156949162483215
0,20655412115193644;0,39473684210526316;0,5148593783378601
0,20655412115193644;0,41228070175438597;0,5147678852081299
0,2135054617676266;0,41228070175438597;0,5138939023017883
0,2135054617676266;0,42105263157894735;0,513749361038208
0,2214498510427011;0,42105263157894735;0,513321042060852
0,2214498510427011;0,4298245614035088;0,5132614970207214
0,2224428997020854;0,4298245614035088;0,5131297707557678
0,2224428997020854;0,43859649122807015;0,5130369663238525
0,22641509433962265;0,43859649122807015;0,5128942728042603
0,22641509433962265;0,4473684210526316;0,5127975344657898
0,23435948361469713;0,4473684210526316;0,5124520063400269
0,23435948361469713;0,45614035087719296;0,5124495625495911
0,2413108242303873;0,45614035087719296;0,5115688443183899
0,2413108242303873;0,47368421052631576;0,5114637017250061
0,24627606752730885;0,47368421052631576;0,5110684037208557
0,24627606752730885;0,4824561403508772;0,5109421610832214
0,2641509433962264;0,4824561403508772;0,5093526244163513
0,2641509433962264;0,5;0,5091688632965088
0,27209533267130087;0,5;0,508505642414093
0,27209533267130087;0,5087719298245614;0,5084805488586426
0,28897715988083417;0,5087719298245614;0,5066190361976624
0,28897715988083417;0,5263157894736842;0,5060571432113647
0,2959285004965243;0,5263157894736842;0,5052295923233032
0,2959285004965243;0,5350877192982456;0,5051921606063843
0,3098311817279047;0,5350877192982456;0,5036588311195374
0,3098311817279047;0,543859649122807;0,5035442113876343
0,31777557100297915;0,543859649122807;0,5031647682189941
0,31777557100297915;0,5526315789473685;0,5030474066734314
0,33664349553128103;0,5526315789473685;0,5002850890159607
0,33664349553128103;0,5614035087719298;0,5002384781837463
0,36047666335650447;0,5614035087719298;0,4974466562271118
0,36047666335650447;0,5701754385964912;0,49736782908439636
0,3733862959285005;0,5701754385964912;0,494794636964798
0,3733862959285005;0,5789473684210527;0,49438178539276123
0,38629592850049654;0,5789473684210527;0,4916081130504608
0,38629592850049654;0,5964912280701754;0,491410493850708
0,44190665342601787;0,5964912280701754;0,4793243706226349
0,44190665342601787;0,6140350877192983;0,4791708290576935
0,45084409136047665;0,6140350877192983;0,47596925497055054
0,45084409136047665;0,6228070175438597;0,47593557834625244
0,4538232373386296;0,6228070175438597;0,4757497012615204
0,4538232373386296;0,631578947368421;0,4753882586956024
0,46772591857000995;0,631578947368421;0,4715329110622406
0,46772591857000995;0,6403508771929824;0,47141730785369873
0,46871896722939427;0,6403508771929824;0,4713037312030792
0,46871896722939427;0,6491228070175439;0,4712877571582794
0,4716981132075472;0,6491228070175439;0,4707385003566742
0,4716981132075472;0,6578947368421053;0,47068318724632263
0,5004965243296922;0,6578947368421053;0,4629167914390564
0,5004965243296922;0,6666666666666666;0,4627724587917328
0,522343594836147;0,6666666666666666;0,458306223154068
0,522343594836147;0,6754385964912281;0,4581683874130249
0,5332671300893744;0,6754385964912281;0,45592570304870605
0,5332671300893744;0,6842105263157895;0,45453593134880066
0,5521350546176763;0,6842105263157895;0,4501302242279053
0,5521350546176763;0,6929824561403509;0,45000842213630676
0,5551142005958292;0,6929824561403509;0,4490133225917816
0,5551142005958292;0,7017543859649122;0,448961079120636
0,605759682224429;0,7017543859649122;0,43393996357917786
0,605759682224429;0,7192982456140351;0,4336487948894501
0,6226415094339622;0,7192982456140351;0,42826586961746216
0,6226415094339622;0,7280701754385965;0,42803955078125
0,6365441906653426;0,7280701754385965;0,42541760206222534
0,6365441906653426;0,7368421052631579;0,4252670109272003
0,637537239324727;0,7368421052631579;0,4252360761165619
0,637537239324727;0,7456140350877193;0,42504292726516724
0,6514399205561072;0,7456140350877193;0,4212479591369629
0,6514399205561072;0,7543859649122807;0,4202752411365509
0,6693147964250248;0,7543859649122807;0,4109634757041931
0,6693147964250248;0,7631578947368421;0,4109528660774231
0,6722939424031777;0,7631578947368421;0,4088941812515259
0,6722939424031777;0,7719298245614035;0,4084153473377228
0,6911618669314796;0,7719298245614035;0,4012583792209625
0,6911618669314796;0,7807017543859649;0,40094199776649475
0,6971201588877854;0,7807017543859649;0,39906007051467896
0,6971201588877854;0,7894736842105263;0,3985814154148102
0,7140019860973188;0,7894736842105263;0,3927469849586487
0,7140019860973188;0,7982456140350878;0,3926540017127991
0,7219463753723933;0,7982456140350878;0,38947799801826477
0,7219463753723933;0,8070175438596491;0,3894001841545105
0,7437934458788481;0,8070175438596491;0,3823074996471405
0,7437934458788481;0,8157894736842105;0,3821581304073334
0,7527308838133069;0,8157894736842105;0,3788117468357086
0,7527308838133069;0,8245614035087719;0,3779243230819702
0,7576961271102284;0,8245614035087719;0,37488821148872375
0,7576961271102284;0,8421052631578947;0,37419047951698303
0,7815292949354519;0,8421052631578947;0,36603790521621704
0,7815292949354519;0,8508771929824561;0,36544013023376465
0,7894736842105263;0,8508771929824561;0,3631907105445862
0,7894736842105263;0,8596491228070176;0,36312225461006165
0,7974180734856008;0,8596491228070176;0,35934990644454956
0,7974180734856008;0,868421052631579;0,358953058719635
0,8252234359483615;0,868421052631579;0,3451025187969208
0,8252234359483615;0,8771929824561403;0,34477609395980835
0,8440913604766633;0,8771929824561403;0,3388289511203766
0,8440913604766633;0,8859649122807017;0,33872026205062866
0,8778550148957299;0,8859649122807017;0,32512906193733215
0,8778550148957299;0,8947368421052632;0,3248603343963623
0,8818272095332671;0,8947368421052632;0,32359781861305237
0,8818272095332671;0,9035087719298246;0,32343819737434387
0,8838133068520357;0,9035087719298246;0,3228246569633484
0,8838133068520357;0,9122807017543859;0,32199618220329285
0,8887785501489573;0,9122807017543859;0,3190048933029175
0,8887785501489573;0,9210526315789473;0,3184908330440521
0,9046673286991063;0,9210526315789473;0,31016212701797485
0,9046673286991063;0,9385964912280702;0,3097835183143616
0,913604766633565;0,9385964912280702;0,30007287859916687
0,913604766633565;0,9473684210526315;0,30006223917007446
0,9275074478649454;0,9473684210526315;0,2927287518978119
0,9275074478649454;0,956140350877193;0,2920040190219879
0,9374379344587885;0,956140350877193;0,2835729718208313
0,9374379344587885;0,9649122807017544;0,28296858072280884
0,9394240317775571;0,9649122807017544;0,28135865926742554
0,9394240317775571;0,9736842105263158;0,2805525064468384
0,9513406156901688;0,9736842105263158;0,27156683802604675
0,9513406156901688;0,9824561403508771;0,26917481422424316
0,9612711022840119;0,9824561403508771;0,2582070231437683
0,9612711022840119;0,9912280701754386;0,2579551339149475
0,9751737835153923;0,9912280701754386;0,23358400166034698
0,9751737835153923;1,0;0,23325558006763458
1,0;1,0;0,08440132439136505
